stop_date,stop_time,driver_gender,driver_age,driver_race,violation,search_conducted,stop_outcome,is_arrested,drugs_related_stop,year
2009-02-14,2023-09-14 08:45:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-02-18,2023-09-14 00:11:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-02-22,2023-09-14 07:18:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-02-26,2023-09-14 06:29:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-03-07,2023-09-14 08:28:00,M,62,Black,Speeding,False,Citation,False,False,2009
2009-03-09,2023-09-14 07:02:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-03-10,2023-09-14 06:35:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-03-12,2023-09-14 06:40:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-03-13,2023-09-14 07:55:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-03-15,2023-09-14 10:05:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-03-15,2023-09-14 10:55:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-03-24,2023-09-14 06:25:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-03-29,2023-09-14 13:45:00,F,62,Black,Speeding,False,Citation,False,False,2009
2009-03-30,2023-09-14 09:12:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-04-01,2023-09-14 14:35:00,M,62,Hispanic,Speeding,False,Citation,False,False,2009
2009-04-13,2023-09-14 07:46:00,M,62,Black,Speeding,False,Citation,False,False,2009
2009-04-14,2023-09-14 10:51:00,F,62,Black,Speeding,False,Citation,False,False,2009
2009-04-20,2023-09-14 00:10:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-04-23,2023-09-14 06:14:00,M,62,Hispanic,Speeding,False,Citation,False,False,2009
2009-04-24,2023-09-14 09:40:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-05-13,2023-09-14 18:00:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-05-15,2023-09-14 08:16:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-05-30,2023-09-14 22:42:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-06-04,2023-09-14 09:05:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-06-07,2023-09-14 10:27:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-06-11,2023-09-14 09:30:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-06-17,2023-09-14 12:10:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-06-18,2023-09-14 08:31:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-06-19,2023-09-14 07:16:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-06-30,2023-09-14 02:40:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-07-03,2023-09-14 09:55:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-07-05,2023-09-14 00:32:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-07-07,2023-09-14 06:56:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-07-08,2023-09-14 01:07:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-07-08,2023-09-14 09:33:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-07-10,2023-09-14 06:25:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-07-18,2023-09-14 10:45:00,M,62,Asian,Speeding,False,Citation,False,False,2009
2009-07-21,2023-09-14 07:26:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-08-06,2023-09-14 22:50:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-08-30,2023-09-14 06:20:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-09-09,2023-09-14 13:50:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-09-20,2023-09-14 10:20:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-11-09,2023-09-14 08:35:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-11-10,2023-09-14 19:50:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-11-12,2023-09-14 10:20:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-11-17,2023-09-14 23:08:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-12-04,2023-09-14 10:18:00,F,62,White,Speeding,False,Citation,False,False,2009
2009-12-10,2023-09-14 09:55:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-12-12,2023-09-14 19:28:00,M,62,White,Speeding,False,Citation,False,False,2009
2009-12-16,2023-09-14 18:16:00,M,62,White,Speeding,False,Citation,False,False,2009
2010-01-14,2023-09-14 06:55:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-01-16,2023-09-14 08:40:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-01-21,2023-09-14 19:14:00,F,62,White,Speeding,False,Warning,False,False,2010
2010-01-28,2023-09-14 03:08:00,M,62,Other,Speeding,False,Citation,False,False,2010
2010-02-02,2023-09-14 07:13:00,M,62,Hispanic,Speeding,False,Citation,False,False,2010
2010-02-12,2023-09-14 18:13:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-02-13,2023-09-14 09:02:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-02-17,2023-09-14 06:34:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-02-18,2023-09-14 16:02:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-02-20,2023-09-14 10:03:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-03-03,2023-09-14 08:41:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-03-04,2023-09-14 06:58:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-03-04,2023-09-14 15:11:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-03-06,2023-09-14 14:44:00,M,62,Black,Speeding,False,Citation,False,False,2010
2010-03-07,2023-09-14 09:02:00,M,62,Hispanic,Speeding,False,Citation,False,False,2010
2010-03-10,2023-09-14 16:53:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-03-11,2023-09-14 07:20:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-03-19,2023-09-14 08:41:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-03-21,2023-09-14 01:40:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-03-25,2023-09-14 17:20:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-04-11,2023-09-14 20:13:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-04-16,2023-09-14 06:44:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-04-25,2023-09-14 08:29:00,M,62,Hispanic,Speeding,False,Citation,False,False,2010
2010-04-29,2023-09-14 06:11:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-05-08,2023-09-14 20:40:00,M,62,Hispanic,Speeding,False,Citation,False,False,2010
2010-05-09,2023-09-14 08:51:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-05-25,2023-09-14 01:55:00,F,62,Asian,Speeding,False,Citation,False,False,2010
2010-05-26,2023-09-14 09:01:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-06-11,2023-09-14 10:01:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-06-16,2023-09-14 00:27:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-06-27,2023-09-14 22:24:00,M,62,White,Speeding,True,Warning,False,False,2010
2010-06-30,2023-09-14 09:26:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-07-03,2023-09-14 06:54:00,F,62,Hispanic,Speeding,False,Citation,False,False,2010
2010-08-07,2023-09-14 09:23:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-08-09,2023-09-14 12:02:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-08-21,2023-09-14 07:34:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-09-03,2023-09-14 07:10:00,M,62,Black,Speeding,False,Citation,False,False,2010
2010-09-05,2023-09-14 11:27:00,M,62,Black,Speeding,False,Citation,False,False,2010
2010-09-09,2023-09-14 11:30:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-09-09,2023-09-14 14:58:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-09-15,2023-09-14 16:56:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-09-24,2023-09-14 07:10:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-09-30,2023-09-14 09:57:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-10-05,2023-09-14 16:27:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-10-07,2023-09-14 06:44:00,M,62,White,Speeding,False,Warning,False,False,2010
2010-10-15,2023-09-14 22:43:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-10-18,2023-09-14 06:43:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-11-04,2023-09-14 06:10:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-11-07,2023-09-14 11:25:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-11-14,2023-09-14 07:59:00,M,62,White,Speeding,False,Citation,False,False,2010
2010-11-30,2023-09-14 10:17:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-12-04,2023-09-14 14:27:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-12-12,2023-09-14 00:32:00,F,62,White,Speeding,False,Citation,False,False,2010
2010-12-12,2023-09-14 06:55:00,M,62,White,Speeding,False,Citation,False,False,2010
2011-01-05,2023-09-14 00:13:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-01-11,2023-09-14 06:56:00,F,62,Asian,Speeding,False,Citation,False,False,2011
2011-01-17,2023-09-14 13:55:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-01-18,2023-09-14 11:55:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-01-22,2023-09-14 08:17:00,M,62,White,Speeding,False,Warning,False,False,2011
2011-01-23,2023-09-14 10:45:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-01-30,2023-09-14 11:20:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-02-18,2023-09-14 07:54:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-02-27,2023-09-14 09:48:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-02-28,2023-09-14 09:16:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-03-13,2023-09-14 22:48:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-03-18,2023-09-14 12:23:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-03-24,2023-09-14 10:33:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-03-25,2023-09-14 07:16:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-03-26,2023-09-14 11:32:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-04-09,2023-09-14 08:31:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-04-10,2023-09-14 11:12:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-04-12,2023-09-14 08:35:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-04-21,2023-09-14 06:44:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-05-02,2023-09-14 14:12:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-05-03,2023-09-14 08:28:00,M,62,Black,Speeding,False,Citation,False,False,2011
2011-05-14,2023-09-14 07:19:00,M,62,White,Speeding,True,Citation,False,False,2011
2011-05-26,2023-09-14 07:58:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-06-10,2023-09-14 12:30:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-06-11,2023-09-14 14:04:00,M,62,Black,Speeding,False,Citation,False,False,2011
2011-06-14,2023-09-14 02:09:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-06-14,2023-09-14 18:37:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-07-11,2023-09-14 03:43:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-07-12,2023-09-14 16:03:00,M,62,Hispanic,Speeding,False,Citation,False,False,2011
2011-07-18,2023-09-14 07:41:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-07-19,2023-09-14 17:30:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-07-23,2023-09-14 06:48:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-07-23,2023-09-14 20:22:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-07-23,2023-09-14 22:21:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-07-28,2023-09-14 09:33:00,M,62,Black,Speeding,False,Citation,False,False,2011
2011-07-28,2023-09-14 15:55:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-07-29,2023-09-14 11:11:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-07-30,2023-09-14 10:25:00,M,62,Black,Speeding,False,Citation,False,False,2011
2011-08-14,2023-09-14 07:39:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-08-16,2023-09-14 12:50:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-08-26,2023-09-14 19:33:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-08-27,2023-09-14 06:29:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-09-01,2023-09-14 07:26:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-09-02,2023-09-14 08:12:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-09-04,2023-09-14 19:32:00,F,62,Asian,Speeding,False,Citation,False,False,2011
2011-09-22,2023-09-14 09:56:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-10-07,2023-09-14 00:47:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-10-14,2023-09-14 16:21:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-10-18,2023-09-14 15:18:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-10-31,2023-09-14 10:14:00,M,62,Hispanic,Speeding,False,Citation,False,False,2011
2011-11-02,2023-09-14 12:07:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-11-05,2023-09-14 23:07:00,M,62,White,Speeding,False,Warning,False,False,2011
2011-11-06,2023-09-14 12:14:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-11-15,2023-09-14 16:01:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-11-18,2023-09-14 18:56:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-11-18,2023-09-14 19:24:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-11-22,2023-09-14 15:00:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-11-28,2023-09-14 08:21:00,F,62,White,Speeding,False,Citation,False,False,2011
2011-11-30,2023-09-14 11:56:00,M,62,Black,Speeding,False,Citation,False,False,2011
2011-12-09,2023-09-14 20:40:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-12-11,2023-09-14 00:44:00,M,62,Black,Speeding,False,Citation,False,False,2011
2011-12-21,2023-09-14 14:42:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-12-29,2023-09-14 07:03:00,M,62,White,Speeding,False,Citation,False,False,2011
2011-12-30,2023-09-14 22:49:00,M,62,Black,Speeding,False,Citation,False,False,2011
2012-01-02,2023-09-14 09:21:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-01-05,2023-09-14 19:05:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-01-11,2023-09-14 09:15:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-01-16,2023-09-14 13:40:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-01-17,2023-09-14 07:27:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-01-21,2023-09-14 07:16:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-01-23,2023-09-14 07:09:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-02-01,2023-09-14 06:10:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-02-22,2023-09-14 10:25:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-02-23,2023-09-14 06:53:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-03-06,2023-09-14 09:29:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-03-11,2023-09-14 06:39:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-03-18,2023-09-14 11:15:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-03-27,2023-09-14 19:04:00,M,62,Black,Speeding,False,Citation,False,False,2012
2012-04-04,2023-09-14 06:54:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-04-12,2023-09-14 18:10:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-04-18,2023-09-14 11:16:00,M,62,White,Speeding,False,Warning,False,False,2012
2012-04-20,2023-09-14 02:19:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-05-12,2023-09-14 06:19:00,M,62,Hispanic,Speeding,False,Citation,False,False,2012
2012-05-19,2023-09-14 14:51:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-05-20,2023-09-14 14:18:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-05-31,2023-09-14 07:11:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-06-03,2023-09-14 11:32:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-06-07,2023-09-14 18:35:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-06-14,2023-09-14 01:07:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-06-15,2023-09-14 07:28:00,M,62,Black,Speeding,False,Citation,False,False,2012
2012-06-25,2023-09-14 15:58:00,M,62,Hispanic,Speeding,False,Citation,False,False,2012
2012-06-28,2023-09-14 10:22:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-06-30,2023-09-14 08:00:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-07-04,2023-09-14 09:47:00,M,62,Black,Speeding,False,Citation,False,False,2012
2012-07-21,2023-09-14 00:58:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-07-21,2023-09-14 23:13:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-08-02,2023-09-14 23:20:00,F,62,Black,Speeding,False,Citation,False,False,2012
2012-08-06,2023-09-14 06:48:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-08-10,2023-09-14 07:01:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-08-16,2023-09-14 23:52:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-08-17,2023-09-14 12:22:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-09-02,2023-09-14 12:38:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-09-08,2023-09-14 12:50:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-09-19,2023-09-14 07:35:00,M,62,White,Speeding,False,Warning,False,False,2012
2012-09-20,2023-09-14 08:50:00,M,62,Asian,Speeding,False,Citation,False,False,2012
2012-09-21,2023-09-14 08:15:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-10-06,2023-09-14 09:26:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-10-07,2023-09-14 19:16:00,M,62,Asian,Speeding,False,Citation,False,False,2012
2012-10-09,2023-09-14 06:55:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-10-25,2023-09-14 06:22:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-11-24,2023-09-14 10:16:00,M,62,Other,Speeding,False,Warning,False,False,2012
2012-12-10,2023-09-14 18:51:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-12-11,2023-09-14 07:46:00,F,62,White,Speeding,False,Citation,False,False,2012
2012-12-15,2023-09-14 06:31:00,M,62,Hispanic,Speeding,False,Citation,False,False,2012
2012-12-15,2023-09-14 11:44:00,M,62,White,Speeding,False,Citation,False,False,2012
2012-12-31,2023-09-14 10:40:00,M,62,White,Speeding,False,Citation,False,False,2012
2013-01-02,2023-09-14 09:14:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-01-05,2023-09-14 20:34:00,M,62,Black,Speeding,False,Citation,False,False,2013
2013-01-13,2023-09-14 12:44:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-01-21,2023-09-14 10:04:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-01-29,2023-09-14 01:16:00,M,62,White,Speeding,False,Warning,False,False,2013
2013-01-31,2023-09-14 18:56:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-02-03,2023-09-14 08:15:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-02-03,2023-09-14 08:55:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-02-04,2023-09-14 09:30:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-02-05,2023-09-14 01:27:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-02-05,2023-09-14 22:46:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-02-07,2023-09-14 18:09:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-03-07,2023-09-14 11:43:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-03-10,2023-09-14 17:12:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-03-28,2023-09-14 09:08:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-04-09,2023-09-14 11:58:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-04-20,2023-09-14 11:00:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-05-07,2023-09-14 06:48:00,M,62,White,Speeding,False,Warning,False,False,2013
2013-05-11,2023-09-14 12:12:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-05-11,2023-09-14 12:32:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-05-13,2023-09-14 01:41:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-05-15,2023-09-14 07:11:00,F,62,White,Speeding,False,Warning,False,False,2013
2013-05-19,2023-09-14 15:13:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-05-25,2023-09-14 08:36:00,F,62,Black,Speeding,False,Citation,False,False,2013
2013-06-09,2023-09-14 00:28:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-06-13,2023-09-14 19:31:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-06-27,2023-09-14 12:37:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-06-29,2023-09-14 10:18:00,M,62,Hispanic,Speeding,False,Citation,False,False,2013
2013-07-17,2023-09-14 18:33:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-07-20,2023-09-14 10:08:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-07-24,2023-09-14 10:57:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-07-28,2023-09-14 16:10:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-07-31,2023-09-14 16:52:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-08-07,2023-09-14 20:12:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-08-28,2023-09-14 08:26:00,F,62,White,Speeding,False,Warning,False,False,2013
2013-09-04,2023-09-14 12:31:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-09-27,2023-09-14 08:04:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-10-07,2023-09-14 12:32:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-10-26,2023-09-14 07:17:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-11-26,2023-09-14 12:00:00,M,62,Black,Speeding,False,Citation,False,False,2013
2013-11-30,2023-09-14 20:00:00,F,62,White,Speeding,False,Warning,False,False,2013
2013-12-06,2023-09-14 02:39:00,M,62,Asian,Speeding,False,Citation,False,False,2013
2013-12-09,2023-09-14 13:55:00,M,62,Asian,Speeding,False,Citation,False,False,2013
2013-12-12,2023-09-14 10:14:00,F,62,Black,Speeding,False,Citation,False,False,2013
2013-12-26,2023-09-14 23:14:00,M,62,White,Speeding,False,Citation,False,False,2013
2013-12-27,2023-09-14 06:56:00,F,62,White,Speeding,False,Citation,False,False,2013
2013-12-28,2023-09-14 08:48:00,M,62,Black,Speeding,False,Citation,False,False,2013
2013-12-30,2023-09-14 08:55:00,F,62,White,Speeding,False,Citation,False,False,2013
2014-01-05,2023-09-14 07:44:00,F,62,Black,Speeding,False,Citation,False,False,2014
2014-01-08,2023-09-14 11:13:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-01-17,2023-09-14 08:38:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-01-19,2023-09-14 14:42:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-01-23,2023-09-14 22:14:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-01-27,2023-09-14 14:00:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-01-28,2023-09-14 13:00:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-01-30,2023-09-14 06:46:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-01-31,2023-09-14 17:07:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-02-08,2023-09-14 00:10:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-02-08,2023-09-14 11:31:00,M,62,Hispanic,Speeding,False,Citation,False,False,2014
2014-02-10,2023-09-14 13:55:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-02-15,2023-09-14 09:44:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-02-20,2023-09-14 14:33:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-02-21,2023-09-14 08:43:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-02-21,2023-09-14 10:22:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-02-28,2023-09-14 11:50:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-02-28,2023-09-14 22:40:00,M,62,White,Speeding,False,Warning,False,False,2014
2014-03-13,2023-09-14 18:50:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-03-15,2023-09-14 20:34:00,M,62,White,Speeding,True,Citation,False,False,2014
2014-03-22,2023-09-14 12:50:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-03-27,2023-09-14 14:39:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-03-29,2023-09-14 07:14:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-03-29,2023-09-14 16:40:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-04-07,2023-09-14 18:44:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-04-12,2023-09-14 09:55:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-05-02,2023-09-14 00:58:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-05-02,2023-09-14 06:01:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-05-02,2023-09-14 14:37:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-05-10,2023-09-14 10:19:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-05-11,2023-09-14 11:48:00,M,62,Black,Speeding,False,Citation,False,False,2014
2014-05-15,2023-09-14 09:54:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-05-25,2023-09-14 09:50:00,F,62,White,Speeding,False,Warning,False,False,2014
2014-05-28,2023-09-14 17:08:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-06-03,2023-09-14 15:45:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-06-06,2023-09-14 18:30:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-06-18,2023-09-14 06:20:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-06-19,2023-09-14 05:59:00,M,62,White,Speeding,False,Warning,False,False,2014
2014-06-21,2023-09-14 21:51:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-06-28,2023-09-14 14:32:00,M,62,White,Speeding,False,Warning,False,False,2014
2014-07-29,2023-09-14 10:00:00,F,62,White,Speeding,False,Citation,False,False,2014
2014-08-03,2023-09-14 20:08:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-09-01,2023-09-14 08:39:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-09-08,2023-09-14 15:42:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-09-20,2023-09-14 08:19:00,M,62,White,Speeding,False,Citation,False,False,2014
2014-09-26,2023-09-14 19:12:00,F,62,Hispanic,Speeding,False,Citation,False,False,2014
